,db,ticker,date,open,high,low,adj_close,rownumber,short_ema,medium_ema,long_ema,positive_directional_index_indicator,negative_directional_index_indicator,adx_indicator,suport_line,resistance_line,max_axis,min_axis,trigger_field1,trigger_field2,trigger_field3,trigger_field4,trigger_field5,trigger_field6,atr,floatshort,company,earnings_date,call_time,estimate_eps,zero_line,twenty_five_line,forty_line,max_avg_upper,min_avg_low,name,industry,vol_spike_bar
178,MD_Investm,AGO,8/27/2021,49.71,50.87,49.71,50.72,50,50.12,49.83,49.24,18.39,8.76,-4.61,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
179,MD_Investm,AGO,9/23/2021,47.29,48.3,47.29,47.65,32,47.19,47.8,48.16,31.67,14.97,-11.45,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
180,MD_Investm,AGQ,6/28/2021,46.19,46.46,45.94,46.15,93,46.04,48.42,48.99,15.74,22.17,-29.76,31.02,52.52,60.15,26.93,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.2,,,,,,0,25,40,42.110697,15.921162,ProShares Ultra Silver,ETF,0
181,MD_Investm,AGQ,7/7/2021,46.78,46.93,45.5,46.08,87,46.04,47.21,48.32,20.66,22.02,-8.48,31.02,52.52,60.15,26.93,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.2,,,,,,0,25,40,42.110697,15.921162,ProShares Ultra Silver,ETF,0
182,MD_Investm,AGQ,10/14/2021,35.65,36.32,35.2,36.21,17,34.79,34.45,35.56,44.93,10.7,48.14,31.02,52.52,60.15,26.93,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.2,,,,,,0,25,40,42.110697,15.921162,ProShares Ultra Silver,ETF,0
183,MD_Investm,AGR,8/11/2021,53.87,54.29,53.55,53.94,62,53.39,53.2,53.04,31.23,3.41,67.85,48.46,55.3,61.13,43.6,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.88,4.86,,,,,0,25,40,33.343255,5.878604,Avangrid Inc,Gas Utilities,0
184,MD_Investm,AGR,8/20/2021,54.35,55.3,54.07,54.89,55,54.63,53.99,53.77,16.76,13.3,44.75,48.46,55.3,61.13,43.6,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.88,4.86,,,,,0,25,40,33.343255,5.878604,Avangrid Inc,Gas Utilities,0
185,MD_Investm,AGR,8/25/2021,53.89,54.07,53.56,53.89,52,54.21,53.73,53.47,8.4,16.54,41.48,48.46,55.3,61.13,43.6,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.88,4.86,,,,,0,25,40,33.343255,5.878604,Avangrid Inc,Gas Utilities,0
186,MD_Investm,AGR,10/14/2021,52.79,53.14,52.73,53.02,17,51.92,51.5,52.23,47.89,0.18,43.55,48.46,55.3,61.13,43.6,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.88,4.86,,,,,0,25,40,33.343255,5.878604,Avangrid Inc,Gas Utilities,0
187,MD_Investm,AGR,10/21/2021,52.69,52.92,52.13,52.14,12,52.03,51.3,51.59,43.16,19.89,37.14,48.46,55.3,61.13,43.6,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.88,4.86,,,,,0,25,40,33.343255,5.878604,Avangrid Inc,Gas Utilities,0
188,MD_Investm,AGRO,6/11/2021,11.45,11.74,11.37,11.74,104,11.52,11.18,10.88,34.29,10,10.57,8.52,11.45,12.95,7.61,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.3,4.68,Adecoagro SA,11/11/2021,After Market Close,0,0,25,40,36.261976,12.135232,Adecoagro SA,Farm Products,0
189,MD_Investm,AGRO,7/7/2021,9.77,9.83,9.26,9.54,87,9.91,10.27,10.28,1.49,53.47,-67.26,8.52,11.45,12.95,7.61,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.3,4.68,Adecoagro SA,11/11/2021,After Market Close,0,0,25,40,36.261976,12.135232,Adecoagro SA,Farm Products,12.95
190,MD_Investm,AGRO,7/29/2021,9.58,9.79,9.5,9.65,71,9.44,9.55,9.88,37.42,12.88,18.49,8.52,11.45,12.95,7.61,"rgb(255, 255, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.3,4.68,Adecoagro SA,11/11/2021,After Market Close,0,0,25,40,36.261976,12.135232,Adecoagro SA,Farm Products,0
191,MD_Investm,AGRO,8/10/2021,9.72,10.09,9.71,10.08,63,9.8,9.69,9.84,42.86,6.43,17.55,8.52,11.45,12.95,7.61,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.3,4.68,Adecoagro SA,11/11/2021,After Market Close,0,0,25,40,36.261976,12.135232,Adecoagro SA,Farm Products,0
192,MD_Investm,AGRO,11/2/2021,8.78,8.81,8.51,8.65,4,8.87,8.86,8.91,21.43,28.02,9.1,8.52,11.45,12.95,7.61,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.3,4.68,Adecoagro SA,11/11/2021,After Market Close,0,0,25,40,36.261976,12.135232,Adecoagro SA,Farm Products,0
193,MD_Investm,AGRX,6/15/2021,1.54,1.55,1.5,1.52,102,1.54,1.56,1.56,17.39,26.09,-26.73,0.68,1.42,1.75,0.59,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.05,1.9,,,,,0,25,40,44.165813,4.894302,Agile Therapeutics Inc,Drugs Generic,0
194,MD_Investm,AGRX,10/14/2021,0.81,0.81,0.76,0.79,17,0.82,0.88,0.93,23.08,33.33,-19.39,0.68,1.42,1.75,0.59,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.05,1.9,,,,,0,25,40,44.165813,4.894302,Agile Therapeutics Inc,Drugs Generic,0
195,MD_Investm,AGS,6/16/2021,10.25,10.45,9.96,10.28,101,10.41,10.24,9.91,21.59,34.09,15.75,6.68,10.45,12.45,5.94,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.7,1.85,,,,,0,25,40,29.469647,12.201882,PlayAGS Inc,Gaming Activities,0
196,MD_Investm,AGS,6/24/2021,10.32,10.68,10.28,10.59,95,10.38,10.45,10.18,24.91,16.12,-13.6,6.68,10.45,12.45,5.94,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.7,1.85,,,,,0,25,40,29.469647,12.201882,PlayAGS Inc,Gaming Activities,0
197,MD_Investm,AGS,7/26/2021,7.65,7.97,7.6,7.84,74,7.73,8.28,8.69,19.86,26.35,-25.44,6.68,10.45,12.45,5.94,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.7,1.85,,,,,0,25,40,29.469647,12.201882,PlayAGS Inc,Gaming Activities,0
198,MD_Investm,AGS,8/6/2021,8.52,8.88,8.45,8.45,65,8.11,8.11,8.54,41.9,7.75,0.45,6.68,10.45,12.45,5.94,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.7,1.85,,,,,0,25,40,29.469647,12.201882,PlayAGS Inc,Gaming Activities,0
199,MD_Investm,AGS,9/14/2021,7.56,7.56,7.15,7.38,39,7.63,7.65,7.67,7.73,25,-16.67,6.68,10.45,12.45,5.94,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.7,1.85,,,,,0,25,40,29.469647,12.201882,PlayAGS Inc,Gaming Activities,0
200,MD_Investm,AGTC,7/9/2021,3.97,4,3.83,3.99,85,3.97,4.08,4.08,15.89,21.5,-27.63,2.56,4.4,5.12,2.27,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.25,7.15,,,,,0,25,40,33.003604,9.556279,Applied Genetic Technologies Corporation,Biotechnology,0
201,MD_Investm,AGTC,8/19/2021,3.32,3.32,3.15,3.18,56,3.39,3.45,3.49,3.49,40.7,-22.84,2.56,4.4,5.12,2.27,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.25,7.15,,,,,0,25,40,33.003604,9.556279,Applied Genetic Technologies Corporation,Biotechnology,0
202,MD_Investm,AGTC,10/18/2021,2.66,2.7,2.58,2.63,15,2.66,2.8,2.92,14.71,32.35,-28.27,2.56,4.4,5.12,2.27,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.25,7.15,,,,,0,25,40,33.003604,9.556279,Applied Genetic Technologies Corporation,Biotechnology,0
203,MD_Investm,AGX,8/25/2021,45.16,45.35,44.77,45.07,52,45.05,45.06,45.09,16.67,13.6,19.3,41.41,48.1,54.56,37,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.52,0.94,Argan Inc,12/7/2021,Time Not Supplied,0.47,0,25,40,21.774186,9.136279,Argan Inc,Heavy Construction,0
204,MD_Investm,AGX,10/18/2021,44.36,44.79,44.05,44.32,15,44.13,44.17,44.53,16.97,5.4,2.65,41.41,48.1,54.56,37,"rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.52,0.94,Argan Inc,12/7/2021,Time Not Supplied,0.47,0,25,40,21.774186,9.136279,Argan Inc,Heavy Construction,0
205,MD_Investm,AGYS,8/12/2021,57.4,58.42,56.47,57.91,61,57.1,56.79,56.98,23.58,17.8,-14.9,42.06,57.78,65.56,36.25,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.81,2.06,,,,,0,25,40,37.348139,13.116976,Agilysys Inc,Application Software,0
206,MD_Investm,AGYS,10/13/2021,52.62,54.07,52.22,53.67,18,53.3,53,53.48,23.78,21.82,-7.59,42.06,57.78,65.56,36.25,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.81,2.06,,,,,0,25,40,37.348139,13.116976,Agilysys Inc,Application Software,0
207,MD_Investm,AGYS,11/2/2021,47.58,48.33,47.07,47.51,4,48.09,49.63,49.97,24.17,33.54,-28.5,42.06,57.78,65.56,36.25,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.81,2.06,,,,,0,25,40,37.348139,13.116976,Agilysys Inc,Application Software,0
208,MD_Investm,AGZ,9/2/2021,119.15,119.22,119.15,119.2,46,119.15,119.12,119.16,23.94,18.31,1.59,117.66,119.3,131.45,105.89,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.33,,,,,,0,25,40,37.594651,16.80593,iShares Agency Bond ETF,ETF,0
209,MD_Investm,AHCO,6/29/2021,28.06,28.2,27.43,27.88,92,28.35,27.68,27.16,13.03,27.75,13.61,21.2,29.62,33.36,18.9,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.34,7.27,,,,,0,25,40,29.100697,5.705116,AdaptHealth Corp ,#N/A,0
210,MD_Investm,AHCO,9/27/2021,23.23,23.82,22.69,23.77,30,23.73,23.94,23.94,7.44,20.87,-29.64,21.2,29.62,33.36,18.9,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.34,7.27,,,,,0,25,40,29.100697,5.705116,AdaptHealth Corp ,#N/A,0
211,MD_Investm,AHCO,11/1/2021,27.29,27.51,26.87,27.01,5,26.4,25.69,25.42,41.4,5.1,39.01,21.2,29.62,33.36,18.9,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.34,7.27,,,,,0,25,40,29.100697,5.705116,AdaptHealth Corp ,#N/A,0
212,MD_Investm,AHH,10/28/2021,13.53,13.72,13.51,13.7,7,13.55,13.59,13.54,29.53,21.48,-0.3,12.7,15.14,17.19,11.39,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.68,0.65,,,,,0,25,40,26.04,12.973139,Armada Hoffler Properties Inc,REIT,0
213,MD_Investm,ABTX,6/28/2021,39.95,39.95,38.88,39.07,93,39.48,39.91,39.83,14.86,26.27,-48.93,34.76,41.05,45.89,30.87,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.31,1.52,,,,,0,25,40,31.498705,5.786,Allegiance Bancshares Inc,Regional Southwest Banks,0
214,MD_Investm,ABTX,7/14/2021,36.81,36.81,36.09,36.2,82,36.82,37.65,38.17,18.31,22.04,-35.14,34.76,41.05,45.89,30.87,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.31,1.52,,,,,0,25,40,31.498705,5.786,Allegiance Bancshares Inc,Regional Southwest Banks,0
215,MD_Investm,ABTX,8/10/2021,38.17,38.18,37.53,38,63,37.37,36.95,37.42,31.75,2.81,34.69,34.76,41.05,45.89,30.87,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.31,1.52,,,,,0,25,40,31.498705,5.786,Allegiance Bancshares Inc,Regional Southwest Banks,0
216,MD_Investm,ABTX,9/22/2021,35.4,36.35,34.81,35.69,33,35.52,35.99,36.27,20.95,1.18,48.81,34.76,41.05,45.89,30.87,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.31,1.52,,,,,0,25,40,31.498705,5.786,Allegiance Bancshares Inc,Regional Southwest Banks,0
217,MD_Investm,ABUS,6/24/2021,3.24,3.56,3.24,3.29,95,3.25,3.2,3.1,52.27,17.05,16.67,2.59,4.5,5.21,2.29,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.48,4.84,,,,,0,25,40,32.949534,8.677209,Arbutus Biopharma Corporation,Biotechnology,0
218,MD_Investm,ABUS,8/25/2021,3.22,3.35,3.18,3.26,52,3.15,3.09,3.04,35.45,10.91,38,2.59,4.5,5.21,2.29,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.48,4.84,,,,,0,25,40,32.949534,8.677209,Arbutus Biopharma Corporation,Biotechnology,0
219,MD_Investm,ABUS,10/4/2021,4.25,4.27,4.08,4.13,25,4.29,4.17,3.95,8.93,28.57,-12.74,2.59,4.5,5.21,2.29,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.48,4.84,,,,,0,25,40,32.949534,8.677209,Arbutus Biopharma Corporation,Biotechnology,0
220,MD_Investm,ACA,7/1/2021,59.26,59.26,58.44,58.63,90,58.66,59.06,59.73,12.93,18.18,-37.9,48.44,60.91,67.49,43.36,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.1,2.4,,,,,0,25,40,34.435116,12.637906,Arcosa Inc,Infrastructure Operations,0
221,MD_Investm,ACA,7/9/2021,55.62,56.73,55.62,56.01,85,56.84,57.37,58.19,19.74,37.84,-46.34,48.44,60.91,67.49,43.36,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.1,2.4,,,,,0,25,40,34.435116,12.637906,Arcosa Inc,Infrastructure Operations,0
222,MD_Investm,ACA,7/13/2021,55.81,56.25,55.16,55.36,83,56.12,56.84,57.7,13.72,31.03,-49.59,48.44,60.91,67.49,43.36,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.1,2.4,,,,,0,25,40,34.435116,12.637906,Arcosa Inc,Infrastructure Operations,0
223,MD_Investm,ACA,10/7/2021,52,52.89,51.74,51.87,22,51.32,50.77,50.97,22.99,5.75,30.65,48.44,60.91,67.49,43.36,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.1,2.4,,,,,0,25,40,34.435116,12.637906,Arcosa Inc,Infrastructure Operations,0
224,MD_Investm,ACAD,10/4/2021,17.38,17.55,16.65,16.79,25,16.97,16.73,16.8,18.64,10.24,63.08,15.75,27.09,30.45,14.11,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.58,4.74,ACADIA Pharmaceuticals Inc,11/8/2021,After Market Close,-0.26,0,25,40,34.753488,9.704069,ACADIA Pharmaceuticals Inc,Biotechnology,0
225,MD_Investm,ACAD,11/2/2021,20.18,20.18,19.06,19.18,4,18.66,18.36,18.16,29.62,7.04,24.07,15.75,27.09,30.45,14.11,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.58,4.74,ACADIA Pharmaceuticals Inc,11/8/2021,After Market Close,-0.26,0,25,40,34.753488,9.704069,ACADIA Pharmaceuticals Inc,Biotechnology,0
226,MD_Investm,ACB,10/1/2021,6.88,7.12,6.82,7.08,26,6.7,6.82,6.89,31.44,9.28,25.41,6.01,9.25,11.01,5.27,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.42,17.59,,,,,0,25,40,35.150823,8.900352,Aurora Cannabis Inc.,Drug Manufacturers—Specialty & Generic,0
227,MD_Investm,ACB,10/15/2021,7.28,7.29,7.01,7.03,16,7.12,6.88,6.93,27.66,17.02,42.22,6.01,9.25,11.01,5.27,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.42,17.59,,,,,0,25,40,35.150823,8.900352,Aurora Cannabis Inc.,Drug Manufacturers—Specialty & Generic,0
228,MD_Investm,ACC,7/27/2021,50.5,51.69,50.21,50.93,73,50.49,49.85,49.69,40.22,14.39,8.65,46.86,54.32,60.67,42.05,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.1,1.78,,,,,0,25,40,31.48279,10.905697,American Campus Communities Inc,REIT,0
229,MD_Investm,AKBA,6/15/2021,3.66,3.67,3.47,3.52,102,3.54,3.5,3.43,17.5,23.75,30.34,2.36,4.15,4.76,2.12,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.2,0,,,,,0,25,40,31.640348,9.386976,Akebia Therapeutics Inc,Biotechnology,0
230,MD_Investm,AKBA,7/2/2021,3.88,3.9,3.68,3.71,89,3.84,3.72,3.65,20.2,25.25,-0.25,2.36,4.15,4.76,2.12,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.2,0,,,,,0,25,40,31.640348,9.386976,Akebia Therapeutics Inc,Biotechnology,0
231,MD_Investm,AKBA,8/10/2021,2.77,2.77,2.61,2.64,63,2.63,2.71,2.94,16.13,17.2,-14.65,2.36,4.15,4.76,2.12,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.2,0,,,,,0,25,40,31.640348,9.386976,Akebia Therapeutics Inc,Biotechnology,0
232,MD_Investm,AKBA,8/13/2021,2.63,2.64,2.51,2.52,60,2.59,2.59,2.81,9.64,19.28,-3.06,2.36,4.15,4.76,2.12,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.2,0,,,,,0,25,40,31.640348,9.386976,Akebia Therapeutics Inc,Biotechnology,0
233,MD_Investm,AKBA,9/29/2021,3,3,2.85,2.86,28,2.88,2.89,2.82,20.59,19.12,-9.86,2.36,4.15,4.76,2.12,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.2,0,,,,,0,25,40,31.640348,9.386976,Akebia Therapeutics Inc,Biotechnology,0
234,MD_Investm,AKBA,10/11/2021,2.83,2.97,2.77,2.93,20,2.87,2.88,2.89,21.43,10,-11.1,2.36,4.15,4.76,2.12,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.2,0,,,,,0,25,40,31.640348,9.386976,Akebia Therapeutics Inc,Biotechnology,0
235,MD_Investm,AKR,6/18/2021,21.26,21.4,20.99,20.93,99,21.57,21.39,21.26,7.94,41.27,-4.04,19.79,23,25.63,17.69,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.9,0,,,,,0,25,40,28.70372,12.746627,Acadia Realty Trust,REIT,0
236,MD_Investm,AKR,8/5/2021,20.75,21.43,20.75,21.41,66,21.25,21.33,21.44,12.69,13.21,6.56,19.79,23,25.63,17.69,"rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.9,0,,,,,0,25,40,28.70372,12.746627,Acadia Realty Trust,REIT,0
237,MD_Investm,AKR,8/31/2021,21.22,21.36,21.1,21.22,48,21.06,21.14,21.15,24.52,-1.15,27.1,19.79,23,25.63,17.69,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.9,0,,,,,0,25,40,28.70372,12.746627,Acadia Realty Trust,REIT,0
238,MD_Investm,AKR,9/22/2021,20.28,20.55,20.11,20.36,33,20.4,20.65,20.7,18.01,30.27,-31.05,19.79,23,25.63,17.69,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.9,0,,,,,0,25,40,28.70372,12.746627,Acadia Realty Trust,REIT,0
239,MD_Investm,AKR,10/15/2021,22.99,23,22.38,22.43,16,22.07,21.65,21.61,46,7.2,37.64,19.79,23,25.63,17.69,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.9,0,,,,,0,25,40,28.70372,12.746627,Acadia Realty Trust,REIT,0
