,db,ticker,date,open,high,low,adj_close,rownumber,short_ema,medium_ema,long_ema,positive_directional_index_indicator,negative_directional_index_indicator,adx_indicator,suport_line,resistance_line,max_axis,min_axis,trigger_field1,trigger_field2,trigger_field3,trigger_field4,trigger_field5,trigger_field6,atr,floatshort,company,earnings_date,call_time,estimate_eps,zero_line,twenty_five_line,forty_line,max_avg_upper,min_avg_low,name,industry,vol_spike_bar
240,MD_Investm,AKRO,8/23/2021,23.06,23.06,21.26,22.02,54,20.69,21.1,21.77,42.96,8.17,25.27,18.51,29.86,33.58,15.89,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.16,10.87,Akero Therapeutics Inc,11/10/2021,Time Not Supplied,-0.91,0,25,40,34.20593,8.690116,Akero Therapeutics Inc.,Biotechnology,0
241,MD_Investm,AKRO,9/23/2021,23.36,24.15,23.05,24.12,32,24.19,24,23.1,22.14,14.82,-3.94,18.51,29.86,33.58,15.89,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.16,10.87,Akero Therapeutics Inc,11/10/2021,Time Not Supplied,-0.91,0,25,40,34.20593,8.690116,Akero Therapeutics Inc.,Biotechnology,0
242,MD_Investm,AKRO,10/6/2021,21.19,21.78,20.82,21.62,23,22.13,22.76,22.58,3.3,27.63,-27.09,18.51,29.86,33.58,15.89,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.16,10.87,Akero Therapeutics Inc,11/10/2021,Time Not Supplied,-0.91,0,25,40,34.20593,8.690116,Akero Therapeutics Inc.,Biotechnology,0
243,MD_Investm,AKTS,7/29/2021,9.51,10.05,9.44,9.96,71,9.62,9.86,10.06,39.69,22.57,0.44,7.2,10.85,12.65,6.38,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.36,8.72,,,,,0,25,40,38.433837,12.092558,Akoustis Technologies Inc,Communication Equipment,0
244,MD_Investm,AKTS,8/11/2021,9.44,9.44,9.05,9.11,62,9.33,9.31,9.55,9.66,24.43,-37.24,7.2,10.85,12.65,6.38,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.36,8.72,,,,,0,25,40,38.433837,12.092558,Akoustis Technologies Inc,Communication Equipment,0
245,MD_Investm,ADTX,9/3/2021,1.82,1.82,1.71,1.77,45,1.93,1.92,1.97,36.13,29.41,20.96,1.51,2.78,4.35,1.36,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.58,5.6,,,,,0,25,40,33.379069,12.263255,ADiTx Therapeutics Inc.,Biotechnology,0
246,MD_Investm,ADTX,10/11/2021,1.77,1.87,1.71,1.78,20,1.71,1.71,1.78,41.18,10.78,28.63,1.51,2.78,4.35,1.36,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.58,5.6,,,,,0,25,40,33.379069,12.263255,ADiTx Therapeutics Inc.,Biotechnology,0
247,MD_Investm,ADTX,10/12/2021,1.77,1.87,1.72,1.81,19,1.73,1.73,1.79,35.42,9.38,31.05,1.51,2.78,4.35,1.36,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.58,5.6,,,,,0,25,40,33.379069,12.263255,ADiTx Therapeutics Inc.,Biotechnology,0
248,MD_Investm,ADTX,10/28/2021,1.63,1.64,1.58,1.62,7,1.62,1.66,1.66,25,21.15,30.61,1.51,2.78,4.35,1.36,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.58,5.6,,,,,0,25,40,33.379069,12.263255,ADiTx Therapeutics Inc.,Biotechnology,0
249,MD_Investm,ADUS,7/9/2021,84.66,85.28,84.58,84.64,85,85.8,85.81,87.72,19.09,30.15,-0.92,73.62,99.99,115.46,65.75,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.85,2.7,,,,,0,25,40,30.954069,13.425348,Addus HomeCare Corporation,Home Health Care,0
250,MD_Investm,ADUS,8/19/2021,90.02,91.13,86.59,86.72,56,88.96,87.67,86.79,11.52,33.03,10.35,73.62,99.99,115.46,65.75,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.85,2.7,,,,,0,25,40,30.954069,13.425348,Addus HomeCare Corporation,Home Health Care,0
251,MD_Investm,ADUS,10/6/2021,75.15,75.38,73.23,74.59,23,77.82,79.81,81.23,4.6,44.43,-33.92,73.62,99.99,115.46,65.75,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(255, 255, 0)","rgb(255, 255, 0)",3.85,2.7,,,,,0,25,40,30.954069,13.425348,Addus HomeCare Corporation,Home Health Care,0
252,MD_Investm,ADV,8/19/2021,9.01,9.09,8.81,8.95,56,9.19,9.43,9.54,16.02,24.76,-22.51,8.22,12.3,13.66,7.34,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.36,4.44,,,,,0,25,40,24.709186,4.536511,Advantage Solutions Inc,Advertising Agencies,0
253,MD_Investm,ADV,9/29/2021,8.45,8.61,8.33,8.5,28,8.52,8.55,8.68,10.91,10.91,17.47,8.22,12.3,13.66,7.34,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.36,4.44,,,,,0,25,40,24.709186,4.536511,Advantage Solutions Inc,Advertising Agencies,0
254,MD_Investm,ADVM,7/16/2021,3.12,3.2,3.07,3.09,80,3.23,3.34,3.35,15,40,-41.15,1.9,3.77,4.25,1.7,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.14,8.43,,,,,0,25,40,35.859883,11.969069,Adverum Biotechnologies Inc,Biotechnology,0
255,MD_Investm,AEE,6/14/2021,85.71,86.04,85.11,85.84,103,85.71,85.16,85.07,20.95,14.94,-9.22,79.97,89.52,99.85,71.42,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.49,0.92,,,,,0,25,40,35.533529,9.627294,Ameren Corporation,Electric Utilities,0
256,MD_Investm,AEE,8/26/2021,87.25,87.78,86.73,87.62,51,88.23,87.47,86.6,12.17,27,6.29,79.97,89.52,99.85,71.42,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.49,0.92,,,,,0,25,40,35.533529,9.627294,Ameren Corporation,Electric Utilities,0
257,MD_Investm,AEE,11/5/2021,84.73,85.86,84.53,85.5,1,84.97,84.52,84.17,,,,79.97,89.52,99.85,71.42,,,,,,,1.49,0.92,,,,,0,25,40,35.533529,9.627294,Ameren Corporation,Electric Utilities,0
258,MD_Investm,AEG,7/2/2021,4.14,4.15,4.1,4.13,89,4.15,4.25,4.34,18.75,40.63,-30.75,3.92,5.29,5.82,3.5,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.1,0.08,,,,,0,25,40,45.375465,12.039651,Aegon NV ,Insurance Diversified,0
259,MD_Investm,AEG,8/4/2021,4.26,4.29,4.24,4.26,67,4.24,4.19,4.2,23.68,15.79,47.57,3.92,5.29,5.82,3.5,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.1,0.08,,,,,0,25,40,45.375465,12.039651,Aegon NV ,Insurance Diversified,0
260,MD_Investm,AEG,8/24/2021,4.94,4.98,4.94,4.98,53,4.94,4.74,4.63,45.65,19.57,34.66,3.92,5.29,5.82,3.5,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.1,0.08,,,,,0,25,40,45.375465,12.039651,Aegon NV ,Insurance Diversified,0
261,MD_Investm,AGCO,8/16/2021,139.71,140.59,138.05,139.95,59,138.84,134.89,134.21,33.97,26.92,17.62,120.26,143.44,159.26,106.07,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.44,2,,,,,0,25,40,38.414767,15.665116,AGCO Corporation,Farm and Construction Machinery,0
262,MD_Investm,AGCO,10/29/2021,122.8,124.12,120.48,122.21,6,126.06,125.27,125.02,10.13,30.38,4.64,120.26,143.44,159.26,106.07,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.44,2,,,,,0,25,40,38.414767,15.665116,AGCO Corporation,Farm and Construction Machinery,0
263,MD_Investm,AGEN,6/21/2021,5.28,5.33,5.16,5.3,98,5.22,4.89,4.58,42.86,10.53,50.54,3.8,6.64,7.47,3.11,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.23,7.4,,,,,0,25,40,33.135348,12.955697,Agenus Inc,Biotechnology,0
264,MD_Investm,AGEN,7/19/2021,5.38,5.56,5.28,5.47,79,5.5,5.46,5.29,10.71,22.32,-7.63,3.8,6.64,7.47,3.11,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.23,7.4,,,,,0,25,40,33.135348,12.955697,Agenus Inc,Biotechnology,0
265,MD_Investm,AGEN,9/16/2021,5.36,5.58,5.33,5.57,37,5.88,5.91,5.8,10.12,47.62,-0.65,3.8,6.64,7.47,3.11,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.23,7.4,,,,,0,25,40,33.135348,12.955697,Agenus Inc,Biotechnology,0
266,MD_Investm,AGFS,6/18/2021,2.07,2.1,2.04,2.07,99,2.12,2.14,2.13,7.89,26.32,-13.35,1.84,2.26,2.68,1.63,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.06,1.98,AgroFresh Solutions Inc,11/10/2021,After Market Close,-0.01,0,25,40,28.286395,5.780116,AgroFresh Solutions Inc,Conglomerates,0
267,MD_Investm,AGFS,7/8/2021,2.03,2.03,1.98,2.02,86,2.05,2.07,2.09,6.9,27.59,-49.41,1.84,2.26,2.68,1.63,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.06,1.98,AgroFresh Solutions Inc,11/10/2021,After Market Close,-0.01,0,25,40,28.286395,5.780116,AgroFresh Solutions Inc,Conglomerates,0
268,MD_Investm,AGFS,7/14/2021,1.97,2.02,1.94,2,82,2.02,2.04,2.07,2.78,19.44,-43.32,1.84,2.26,2.68,1.63,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.06,1.98,AgroFresh Solutions Inc,11/10/2021,After Market Close,-0.01,0,25,40,28.286395,5.780116,AgroFresh Solutions Inc,Conglomerates,0
269,MD_Investm,AGFS,10/28/2021,2.01,2.06,1.97,2.05,7,2.06,2.1,2.1,1.82,32.73,-92.79,1.84,2.26,2.68,1.63,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.06,1.98,AgroFresh Solutions Inc,11/10/2021,After Market Close,-0.01,0,25,40,28.286395,5.780116,AgroFresh Solutions Inc,Conglomerates,0
270,MD_Investm,AGFY,8/3/2021,19.08,19.55,18.01,19.45,68,19.21,17.62,16.58,27.29,6.16,77.58,9.59,31.38,39.53,8.37,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.44,6.53,Agrify Corp,11/10/2021,Before Market Open,-0.3,0,25,40,37.545411,7.850117,,,0
271,MD_Investm,AGFY,8/25/2021,30.08,31.6,27.44,27.8,52,28.92,26.07,24.05,23.45,17.82,35.02,9.59,31.38,39.53,8.37,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",1.44,6.53,Agrify Corp,11/10/2021,Before Market Open,-0.3,0,25,40,37.545411,7.850117,,,0
272,MD_Investm,AGG,7/27/2021,116.35,116.4,116.27,116.38,73,116.27,116.04,115.86,34.91,13.02,38.71,113.97,116.56,128.51,102.46,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.55,0,,,,,0,25,40,39.755697,19.431511,iShares Core US Aggregate Bond ETF,ETF,0
273,MD_Investm,AGG,9/3/2021,115.84,115.89,115.77,115.85,45,115.92,115.88,115.99,21.67,33.33,5.86,113.97,116.56,128.51,102.46,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.55,0,,,,,0,25,40,39.755697,19.431511,iShares Core US Aggregate Bond ETF,ETF,0
274,MD_Investm,AGG,10/4/2021,114.92,115.03,114.8,114.92,25,115.09,115.35,115.44,18.18,30.77,-46.05,113.97,116.56,128.51,102.46,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.55,0,,,,,0,25,40,39.755697,19.431511,iShares Core US Aggregate Bond ETF,ETF,0
275,MD_Investm,AGG,10/6/2021,114.68,114.73,114.59,114.7,23,114.84,115.21,115.31,12.98,35.11,-38.76,113.97,116.56,128.51,102.46,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.55,0,,,,,0,25,40,39.755697,19.431511,iShares Core US Aggregate Bond ETF,ETF,0
276,MD_Investm,AGG,10/21/2021,114.01,114.04,113.84,113.84,12,114.13,114.32,114.63,16.67,50,-3.06,113.97,116.56,128.51,102.46,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(255, 255, 0)","rgb(255, 255, 0)",0.55,0,,,,,0,25,40,39.755697,19.431511,iShares Core US Aggregate Bond ETF,ETF,0
277,MD_Investm,AIT,8/18/2021,89.85,91.05,88.29,88.31,57,88.69,88.29,88.36,21.27,21.35,0.46,81.43,100.17,113.77,72.84,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",4.75,1.21,,,,,0,25,40,30.784418,14.424534,Applied Industrial Technologies Inc,Industrial Equipment Wholesale,0
278,MD_Investm,AIV,6/23/2021,7.44,7.49,7.38,7.4,96,7.45,7.36,7.23,8.7,17.39,-29.15,6.44,7.72,8.91,5.63,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.3,3.17,,,,,0,25,40,28.537093,15.108372,Apartment Investment and Management Company,REIT,0
279,MD_Investm,AIZ,6/28/2021,158.4,158.4,155.8,156.56,93,155.99,158.17,157.87,24.98,14.02,-20.7,151.62,170.25,189.44,134.9,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",6.32,1.14,,,,,0,25,40,30.677209,10.738255,Assurant Inc,Accident and Health Insurance,0
280,MD_Investm,AIZ,9/16/2021,164.22,164.22,161.5,162.92,37,165.7,165.72,164.31,7.23,48.17,-31.59,151.62,170.25,189.44,134.9,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",6.32,1.14,,,,,0,25,40,30.677209,10.738255,Assurant Inc,Accident and Health Insurance,0
281,MD_Investm,AIZ,10/13/2021,161.26,161.39,158.13,160.18,18,160.41,160.4,162.33,12.41,29.15,11.71,151.62,170.25,189.44,134.9,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",6.32,1.14,,,,,0,25,40,30.677209,10.738255,Assurant Inc,Accident and Health Insurance,0
282,MD_Investm,AIZ,10/18/2021,161.83,162.75,161.83,162.45,15,162.11,161.31,162.94,28.63,20.87,19.39,151.62,170.25,189.44,134.9,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",6.32,1.14,,,,,0,25,40,30.677209,10.738255,Assurant Inc,Accident and Health Insurance,0
283,MD_Investm,AJG,7/23/2021,142.16,143.31,142.12,143.05,75,141.22,141.45,141.87,46.42,7.09,4.5,137.18,164.37,185.35,121.95,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.44,0,,,,,0,25,40,32.816395,10.884186,Arthur J Gallagher Co,Insurance Brokers,0
284,MD_Investm,AJG,8/9/2021,139.25,140.35,138.54,140.31,64,139.4,139.86,140.1,21.89,16.44,14.64,137.18,164.37,185.35,121.95,"rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",3.44,0,,,,,0,25,40,32.816395,10.884186,Arthur J Gallagher Co,Insurance Brokers,0
285,MD_Investm,AJRD,6/15/2021,49.75,49.75,49.24,49.34,102,49.12,48.77,48.48,38.32,2.8,33.36,41.1,49.5,54.82,35.87,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.99,7.88,,,,,0,25,40,40.743023,5.620697,Aerojet Rocketdyne Holdings Inc ,Aerospace Defense Major Diversified,0
286,MD_Investm,AJRD,6/16/2021,49.35,49.35,49.07,49.2,101,49.1,48.77,48.45,32.66,11.06,23,41.1,49.5,54.82,35.87,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.99,7.88,,,,,0,25,40,40.743023,5.620697,Aerojet Rocketdyne Holdings Inc ,Aerospace Defense Major Diversified,0
287,MD_Investm,AJRD,6/23/2021,48.21,48.42,48.1,48.31,96,48.66,48.53,48.23,8.92,32.39,-13.31,41.1,49.5,54.82,35.87,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.99,7.88,,,,,0,25,40,40.743023,5.620697,Aerojet Rocketdyne Holdings Inc ,Aerospace Defense Major Diversified,0
288,MD_Investm,AJRD,7/8/2021,48.01,48.07,47.54,47.66,86,47.95,48.18,48.13,13.53,43.53,-22.15,41.1,49.5,54.82,35.87,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(255, 255, 0)","rgb(255, 255, 0)",0.99,7.88,,,,,0,25,40,40.743023,5.620697,Aerojet Rocketdyne Holdings Inc ,Aerospace Defense Major Diversified,54.82
289,MD_Investm,AJRD,7/13/2021,47.12,47.31,47.02,47.15,83,47.59,47.83,47.9,6.49,42.7,-10,41.1,49.5,54.82,35.87,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(255, 255, 0)","rgb(255, 255, 0)",0.99,7.88,,,,,0,25,40,40.743023,5.620697,Aerojet Rocketdyne Holdings Inc ,Aerospace Defense Major Diversified,0
290,MD_Investm,AJRD,9/30/2021,43.5,43.72,43.3,43.55,27,42.89,42.87,42.79,32.36,6.52,21.83,41.1,49.5,54.82,35.87,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.99,7.88,,,,,0,25,40,40.743023,5.620697,Aerojet Rocketdyne Holdings Inc ,Aerospace Defense Major Diversified,0
291,MD_Investm,AJRD,10/8/2021,42.46,45,42.46,43.5,21,43.07,42.74,42.79,35.01,17.36,2.75,41.1,49.5,54.82,35.87,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.99,7.88,,,,,0,25,40,40.743023,5.620697,Aerojet Rocketdyne Holdings Inc ,Aerospace Defense Major Diversified,0
292,MD_Investm,AGNC,10/29/2021,15.85,15.96,15.79,15.92,6,16.19,16.1,16.06,9.32,50.85,1.68,15.62,17.18,20,14.06,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",0.25,2.38,,,,,0,25,40,35.73186,11.448953,AGNC Investment Corp,REIT,0
293,MD_Investm,AGO,6/15/2021,46.15,47.65,45.97,47.12,102,47.21,47.12,47.54,11.33,22.67,-20.49,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
294,MD_Investm,AGO,6/21/2021,45.5,46.38,45.43,46.38,98,46.53,46.75,46.92,12.91,29.22,-16.67,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
295,MD_Investm,AGO,7/27/2021,46.78,47.05,46.4,46.65,73,46.53,46.74,46.73,20.62,21.54,1.45,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(255, 255, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
296,MD_Investm,AGO,7/30/2021,47.69,48.65,47.67,47.81,70,47.28,47.24,47.21,30.29,17,19.54,44.81,56.18,62.65,39.91,"rgb(255, 255, 0)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
297,MD_Investm,AGO,8/2/2021,47.81,49.28,47.81,48.03,69,47.48,47.33,47.33,42.47,16.99,22.92,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
298,MD_Investm,AGO,8/5/2021,48,48.59,47.81,48.35,66,47.9,47.54,47.52,28.52,15.21,36.98,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(77, 167, 75)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
299,MD_Investm,AGO,9/10/2021,47.78,48.27,46.66,46.78,41,47.59,48.17,47.93,11.65,25.74,-43.81,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(255, 0, 0)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
300,MD_Investm,AGO,9/16/2021,47.2,47.45,46.77,46.89,37,47.06,47.88,47.97,10.02,15.23,-26.63,44.81,56.18,62.65,39.91,"rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)","rgb(232, 232, 232)",2.14,3.15,,,,,0,25,40,37.656279,9.536511,Assured Guaranty Ltd,Insurance Specialty,0
